budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
250000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",,127585,zCYTzPTvBffz5GDWvGGb1K,English,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past ‚Ä?to save our future.,,"['Bad Hat Harry Productions', ""Donners' Company"", 'Down Productions', 'Marvel Entertainment', 'Revolution Sun Studios', 'TSG Entertainment', 'Twentieth Century Fox Film Corporation']","['United Kingdom', 'United States of America']",2014/5/15,747862775,131,['English'],,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6032
190000000,"['Action', 'Adventure', 'Science Fiction']",,54138,UxD5PI1TbCieBIUGNM2sL,English,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",,"['Bad Robot', 'Kurtzman/Orci', 'Paramount Pictures', 'Skydance Productions']",['United States of America'],2013/5/5,467365246,132,['English'],,Earth Will Fall,Star Trek Into Darkness,7.4,4418
195000000,"['Action', 'Family', 'Fantasy']",,81005,1UNUx,English,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend‚Äìand gets the chance to become a legend himself.",,"['Bad Hat Harry Productions', 'Big Kid Pictures', 'Legendary Pictures', 'New Line Cinema', 'Original Film', 'Warner Bros.']",['United States of America'],2013/2/27,197687603,114,['English'],,Prepare for a giant adventure,Jack the Giant Slayer,5.5,2598
105000000,"['Drama', 'Romance']",,64682,U2zvPG5Wf3,English,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",,"['A&E Television Networks', 'Bazmark Films', 'Red Wagon Entertainment', 'Spectrum Films', 'Village Roadshow Pictures', 'Warner Bros.']","['Australia', 'United States of America']",2013/5/10,351040419,143,['English'],,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769
150000000,"['Action', 'Adventure', 'Fantasy', 'Romance']",,9543,jGjQHHQQeHY2MX2Q,English,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time ‚Ä?gift from the gods that can reverse time and allow its possessor to rule the world.",,"['Jerry Bruckheimer Films', 'Walt Disney Pictures']",['United States of America'],2010/5/19,335154643,116,['English'],,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317
180000000,"['Action', 'Adventure', 'Science Fiction']",,68726,UHqBxIzYIUqvBO,English,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes‚Äîa washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)‚Äîwho are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",,"['Disney Double Dare You (DDY)', 'Indochina Productions', 'Legendary Pictures', 'Warner Bros.']","['Canada', 'United States of America']",2013/7/11,407602906,131,['English'],,"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794
195000000,"['Action', 'Adventure', 'Science Fiction']",,38356,MMjHqGM5vQxxNzGUWPGNQXPNMI5Xk,English,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",,"['Di Bonaventura Pictures', 'Hasbro Studios', 'Indochina Productions', 'Paramount Pictures']",['United States of America'],2011/6/28,1123746996,154,['English'],,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299
185000000,"['Action', 'Adventure']",,217,B5CxYIBizX25GizefPepHqzvIxPbTsUqcNCz2izO,English,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets ‚Ä?led by sword-wielding Irina Spalko ‚Ä?are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend ‚Ä?and Indy's colleague ‚Ä?Professor Oxley has been captured for his knowledge of the skull's whereabouts.",,"['Lucasfilm', 'Paramount Pictures']",['United States of America'],2008/5/21,786636033,122,"['English', 'German', 'Russian']",,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495
175000000,"['Adventure', 'Animation', 'Family']",,105864,cfQWtpxTzHUMsGVW2z1UIa,English,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,,"['Pixar Animation Studios', 'Walt Disney Pictures']",['United States of America'],2015/11/14,331926147,93,['English'],,Little Arms With Big Attitude,The Good Dinosaur,6.6,1736
185000000,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",,62177,UxVpic1zUUUqiTUBcbPv1HY2MTHUQHUNeVH21YVtF,English,Brave,"Brave is set in the mystical Scottish Highlands, where M√©rida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, M√©rida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, M√©rida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into M√©rida‚Äôs quest ‚Ä?and serving as comic relief ‚Ä?are the kingdom‚Äôs three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",,"['Pixar Animation Studios', 'Walt Disney Pictures']",['United States of America'],2012/6/21,538983207,93,['English'],,Change your fate.,Brave,6.7,4641
185000000,"['Action', 'Adventure', 'Science Fiction']",,188927,P2VNYGfPE,English,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",,"['Alibaba Pictures Group', 'Bad Robot', 'Huahua Media', 'Paramount Pictures', 'Perfect Storm Entertainment', 'Skydance Media', 'Sneaky Shark']",['United States of America'],2016/7/7,343471816,122,['English'],,,Star Trek Beyond,6.6,2568
180000000,"['Animation', 'Family']",,10681,N1,English,WALL¬∑E,"WALL¬∑E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL¬∑E thinks he's finally found a friend and stows away on the ship when it leaves.",,"['FortyFour Studios', 'Pixar Animation Studios', 'Walt Disney Pictures']",['United States of America'],2008/6/22,521311860,98,['English'],,An adventure beyond the ordinar-E.,WALL¬∑E,7.8,6296
140000000,"['Action', 'Comedy', 'Crime', 'Thriller']",,5174,CG3,English,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",,['New Line Cinema'],['United States of America'],2007/8/8,258022233,91,"['Chinese', 'English', 'French', 'Japanese', 'Latin']",,The Rush Is On!,Rush Hour 3,6.1,783
200000000,"['Action', 'Adventure', 'Science Fiction']",,14161,zcz5xI5VCBsPvpVIjfI5ibPQPvMQe7,English,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",,"['Centropolis Entertainment', 'Columbia Pictures', 'Farewell Productions', 'The Mark Gordon Company']","['Canada', 'United States of America']",2009/10/10,769653595,158,"['Chinese', 'English', 'French', 'Hindi', 'Italian', 'Latin', 'Portuguese', 'Russian', 'Tibetan']",,We Were Warned.,2012,5.6,4903
200000000,"['Animation', 'Drama']",,17979,UzUPvQpiifqWeQVv2QxctNI2Bg,English,A Christmas Carol,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",,"['ImageMovers', 'Walt Disney']",['United States of America'],2009/11/4,325233863,96,['English'],,Season's Greedings,A Christmas Carol,6.6,1095
180000000,"['Action', 'Adventure']",,258489,fPC1bYIMMq2Q3,English,The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",,"['Beagle Pug Films', 'Dark Horse Entertainment', 'Jerry Weintraub Productions', 'RatPac-Dune Entertainment', 'Riche Productions', 'Village Roadshow Films North America', 'Village Roadshow Pictures']","['Canada', 'United Kingdom', 'United States of America']",2016/6/29,356743061,109,['English'],,Human. Nature.,The Legend of Tarzan,5.5,2430
180000000,"['Adventure', 'Family', 'Fantasy']",,411,UQ5q2PWpq2QvYtveX2bcHiYj5XtTxq4,English,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",,"['Walden Media', 'Walt Disney']","['United Kingdom', 'United States of America']",2005/12/7,748806957,143,"['English', 'German']",,Evil Has Reigned For 100 Years...,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2629
178000000,['Science Fiction'],,246655,sVsCWpQQq25iCCv5GGTQUPeS,English,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",,"['Bad Hat Harry Productions', ""Donners' Company"", 'Kinberg Genre', 'Marvel Entertainment', 'TSG Entertainment', 'Twentieth Century Fox Film Corporation']",['United States of America'],2016/5/18,543934787,144,['English'],,Only the strong will survive,X-Men: Apocalypse,6.4,4721
185000000,"['Action', 'Crime', 'Drama', 'Thriller']",,155,QPHs5xIftcNfxPNTbN511PepQpWH2QHHfXITUXCCUBs9,English,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",,"['DC Comics', 'DC Entertainment', 'Legendary Pictures', 'Syncopy', 'Warner Bros.']","['United Kingdom', 'United States of America']",2008/7/16,1004558444,152,"['Chinese', 'English']",,Why So Serious?,The Dark Knight,8.2,12002
