revenue,budget,release_date,runtime,vote_average,vote_count
14000000,5000000,32717,100,4.8,191
368744044,5000000,37309,95,6.2,671
31724284,5000000,41298,94,5.0,1551
15116634,5000000,34971,88,5.0,170
33616692,5000000,37050,106,7.3,315
30039392,4000000,38086,99,7.5,2420
13269963,5000000,35237,135,6.9,77
17768757,5000000,32437,88,5.9,209
12232628,5000000,30420,107,5.5,67
25562924,5000000,40744,86,5.0,356
16174377,5000000,39465,102,6.5,255
54418872,5000000,42242,103,6.7,777
14056528,118,30183,118,6.0,97
12200000,5000000,21909,139,5.4,8
21164799,20000000,42397,92,4.3,331
25,89,12031,89,6.2,28
3432342,8000000,37762,99,6.7,77
7230000,5000000,28795,118,6.4,91
6538177,94,38723,94,6.6,220
5321508,5000000,25193,175,8.1,1128
5476060,5000000,37085,94,6.3,55
9760104,5000000,39976,97,7.6,1794
4074023,5000000,40312,41,5.9,11
3263585,5000000,35564,112,6.8,103
41424067,4000000,40316,120,6.5,91
4040588,5000000,39666,110,6.6,60
3049135,5000000,34579,99,7.0,294
4842699,5000000,42258,121,5.4,40
2614773,5000000,40466,97,6.0,208
1980338,5000000,35825,116,6.0,55
8203235,5000000,38026,101,7.3,1247
2450846,5000000,41921,112,6.6,355
5129058,5000000,40528,91,6.9,165
742898,5000000,37869,98,5.9,58
3220371,5000000,42475,95,6.7,683
846704,5000000,41894,99,3.9,15
560069,7000000,35116,91,6.8,281
5476793,5000000,40200,89,7.3,847
98450062,5000000,42257,94,6.0,1360
782102,5000000,39083,90,6.2,37
17872796,5000000,40065,99,7.1,116
24475416,1000000,35307,135,7.4,231
209696,4798235,40772,107,6.3,458
80578934,4800000,38358,94,5.7,887
3099314,5000000,40872,120,7.1,471
8025872,4700000,31646,101,5.9,139
11000000,4638783,26807,106,7.2,65
10337387,4800000,41424,90,5.6,862
146198896,4500000,30763,96,6.5,602
58853106,4500000,29407,104,5.8,408
254700832,6000000,34402,117,6.6,632
27092880,4500000,30176,90,7.0,322
10400000,4500000,20633,116,6.9,89
13060843,15000000,37606,135,7.2,629
7011317,4500000,35321,108,6.9,198
7390108,4500000,36826,102,7.9,2443
10429707,5000000,41723,98,5.5,121
1270522,6000000,36909,113,7.7,3452
744816,4500000,40096,97,6.3,30
23803308,23803308,38562,115,7.4,1119
623528,98,40786,98,6.6,73
3606395,4500000,40277,104,5.4,251
108981275,3000000,27716,133,8.2,2919
32000000,4500000,42391,126,7.3,57
6294161,3730500,41163,112,5.7,109
41400000,8000000,37651,101,7.1,111
32000000,4200000,38165,114,6.3,210
62548947,3705538,33849,112,6.9,176
125728258,4000000,29903,94,6.1,183
30000000,114000,25112,96,7.5,580
119723856,4000000,37864,102,7.3,1895
38251425,4000000,28234,93,7.8,1010
36000000,4000000,19003,152,6.6,50
44909486,4000000,37206,111,6.5,250
187112,4000000,42132,95,5.2,593
49800000,3600000,34999,112,7.1,360
52425855,4000000,42027,91,4.1,1022
14400000,4000000,20605,105,6.4,22
34705850,3500000,40368,106,6.5,506
13008928,4000000,32470,94,7.1,550
11744471,4000000,23182,172,7.8,717
10000000,109,38100,109,5.8,34
15179302,5000000,41333,88,4.4,203
44349000,4000000,41795,164,7.5,1971
31584901,4000000,38925,96,6.4,420
10229331,7000000,37211,93,5.3,26
9000000,6000000,36586,82,5.9,15
8200000,4000000,22282,124,6.8,72
44000000,105,39321,105,7.1,633
6000000,4000000,25555,143,6.1,77
4630045,4000000,39038,84,5.5,69
4300000,4000000,35042,98,6.5,530
9304609,4000000,37267,104,6.7,376
3468572,4000000,32498,110,6.7,46
2426851,4000000,39122,90,6.2,80
1919197,96,38375,96,6.1,67
1104682,4000000,40774,88,5.9,316
866999,4000000,38377,101,6.6,102
1406224,83,40711,83,6.5,415
641100,115,41092,115,6.9,228
2365467,4000000,41740,118,6.5,338
302204,3000000,35664,109,7.0,23
354704,1300000,32206,102,6.7,27
120000,9500000,40431,104,6.6,307
318982,16000000,41367,100,6.1,291
146402,4000000,37526,113,7.1,36
33245,650000,40451,98,6.2,285
355688,4000000,40865,119,6.2,37
25345000,4000000,40642,99,6.2,157
4037782,120,41481,120,7.3,23
8000000,3950000,11277,127,6.1,19
28350000,3900000,24453,120,7.5,89
23689877,3800000,28065,121,7.7,381
400176459,4000000,14594,238,7.7,970
14873,3800000,23839,123,6.2,38
8000000,3768785,18400,107,7.3,22
4270000,967686,40305,101,7.0,423
44462,3500000,40068,101,6.5,195
2956000,3700000,17695,102,6.6,17
13401952,4000000,38992,109,6.6,66
44785053,3600000,25348,113,7.4,299
257850122,3500000,35655,91,6.8,363
83453539,3500000,29404,88,7.1,1074
28215918,3500000,34815,91,7.0,503
27900000,3500000,34115,97,7.2,173
14000000,3500000,31898,92,5.9,129
5000000,3716946,25701,121,6.9,47
13007551,3500000,24820,134,7.4,82
12800000,3500000,21719,149,7.4,46
12000000,3500000,24161,121,6.2,35
12600000,3500000,26444,116,7.1,158
40423945,3500000,42419,92,6.3,1434
9482579,3500000,35303,96,5.7,70
6451628,10000000,35816,105,6.8,81
33965843,2000000,40038,129,7.8,626
5923044,3600000,31849,84,7.6,742
4159678,3500000,40480,103,6.7,583
113783,3500000,38755,98,6.7,28
31063038,3400000,28484,94,6.5,84
127392239,8000000,38378,80,6.9,358
19504039,3500000,40814,107,6.7,524
3830137,3000000,39717,92,6.0,127
13092000,3300000,41922,105,8.3,4254
30641770,3300000,37292,130,8.1,1814
4000000,600000,36315,99,6.8,97
16800000,3800000,41149,115,7.9,927
19294144,94,30638,94,7.4,344
45000,3300000,41951,96,4.1,9
7,2000000,36462,92,8.0,1
28814580,128,39715,128,6.8,174
33395426,3200000,25001,136,7.5,863
8000000,3200000,22758,123,7.4,265
2277396,99,40023,99,6.9,150
5332926,3200000,40432,105,6.8,347
658573,95,38639,95,6.1,160
141000000,2700000,28698,109,7.0,418
124881062,2500000,23637,110,7.2,987
9644124,3180000,17156,130,8.0,1076
16491080,4000000,35118,93,7.8,2655
177512032,3000000,40471,91,5.7,722
35564473,4000000,37538,120,7.3,453
29999213,3000000,31351,87,5.7,361
20966644,3000000,31394,117,6.9,156
89328627,3000000,41425,86,6.0,2428
77712439,3000000,40997,110,6.7,1573
19184015,3000000,37469,113,5.0,1
17570324,3000000,21233,108,7.6,165
18999718,3000000,25689,95,6.2,361
23144499,3000000,35643,98,5.3,106
68411275,16000000,36715,93,5.9,137
19472057,3000000,31625,86,5.7,216
33300000,3000000,21095,161,7.7,542
15369573,3000000,32990,100,4.7,25
7900000,2000000,27859,121,6.7,86
25000000,3000000,22082,125,8.1,483
15938065,3000000,34194,87,4.2,193
13000000,3000000,24301,128,6.4,120
11718595,3000000,38607,100,6.4,28
229094,84,42110,84,6.6,367
10400000,3000000,22086,146,7.3,41
10000000,3000000,22616,186,7.6,155
9016377,94,36292,94,4.5,4
9012000,3000000,17771,133,7.3,82
11176469,3000000,41369,108,7.4,568
7282851,3000000,32332,97,6.3,94
6804016,3000000,38260,94,5.0,3
10422387,115,38603,115,6.8,34
28200000,3800000,36294,97,6.5,59
4109095,3000000,35319,117,5.7,35
4000000,3000000,26113,100,7.4,798
3076820,3000000,36190,87,5.9,90
3011195,2962051,35286,108,6.6,94
4069826,86,41411,86,7.2,345
9879971,3000000,38582,94,6.9,94
2807390,3000000,36084,139,7.4,194
1826705,2800000,41901,102,5.1,366
14980005,3000000,37622,120,8.0,1945
748453,3000000,40669,86,5.7,211
2357852,3000000,39947,123,6.9,250
11947954,3000000,41127,87,5.3,444
22000,3000000,40615,112,5.7,197
3387000,3000000,42047,83,4.9,148
3200000,2500000,24714,92,7.1,95
5596708,2900000,35811,113,7.6,126
5000000,2900000,22633,136,7.3,25
103735,3000000,40452,93,6.6,36
23563727,8000000,38555,116,6.9,99
25000000,2883848,21627,122,8.0,808
19170001,2800000,32276,88,5.3,192
33754967,2777000,14472,102,7.4,1642
86273333,2800000,27378,106,7.7,854
5364858,2000000,39333,95,5.4,190
6600000,2686000,23174,109,6.0,30
5363000,2627000,16132,120,6.0,8
119500000,2600000,27067,93,7.2,609
32980880,2600000,30785,91,5.9,237
10700000,2159280,41572,80,7.1,260
3166000,2600000,38177,105,7.6,23
553198,2600000,39345,92,7.0,308
7200000,2540800,19094,103,7.8,727
60141683,2500000,41285,86,5.4,516
33400000,2500000,41103,87,4.6,19
34585416,108,35342,108,6.8,225
14400000,2500000,30246,98,5.0,229
12348905,2500000,26073,98,6.3,264
10000000,2500000,23160,112,7.5,66
32230907,74,41458,74,7.1,95
26781723,2500000,38196,102,7.1,618
5535405,2500000,34726,105,7.7,959
3325038,2500000,41137,85,6.8,450
9726954,106,37687,106,7.2,77
6854611,2500000,41488,95,6.8,1048
71904,2500000,39318,100,7.1,7
107559,2500000,39792,90,6.0,40
324138,2500000,40430,96,6.6,441
5731103,2400000,35354,120,7.0,11
495303,30000000,38961,84,6.3,664
8176544,2380000,38972,101,7.4,363
6892000,2361000,16254,101,7.0,4
565592,97,35916,97,6.3,1
11000000,2300000,18822,107,6.9,18
83320000,2280000,14928,124,7.2,808
36690067,4000000,30176,95,5.7,254
21930418,2200000,31128,92,5.1,196
9132000,2160000,16589,119,5.8,4
23650000,2100000,17161,172,7.6,143
480811,113,37057,113,6.7,125
3330,2100000,42293,126,6.3,1119
30448000,1500000,39182,78,7.1,934
78898765,2000000,23295,115,6.9,760
18344729,2000000,27015,89,7.0,200
14674076,2000000,42039,100,6.6,1832
18016290,2000000,26517,88,6.6,215
13129846,2000000,23005,129,8.0,657
24600832,2000000,29944,95,7.3,957
11540607,2000000,36405,118,7.2,353
13101672,2000000,40564,85,5.2,125
70000000,2000000,38791,137,7.9,958
34522221,1000000,40816,129,6.8,77
7600000,2000000,22549,134,7.6,240
9172000,2000000,14853,119,6.5,8
1477676,8000000,37783,80,7.3,231
6003587,101,37848,101,7.1,120
15992615,2700000,38027,80,7.6,718
20908467,2000000,36693,154,7.6,521
4601043,2000000,37853,100,6.7,339
7800000,2000000,17482,118,6.8,47
13831503,2000000,40340,100,6.8,565
13885802,106,37869,106,7.6,138
4000000,2000000,14024,106,4.8,6
7871522,2000000,40459,109,7.7,286
11122090,6000000,42242,96,6.3,658
5967038,2000000,38606,120,6.3,197
2801508,2000000,42264,97,5.6,92
2506446,2000000,37470,96,4.8,26
5179037,2000000,38857,101,6.3,140
11125849,2000000,39624,90,7.8,291
1431623,2000000,39290,102,7.2,23
1477002,2000000,42223,98,6.8,279
876302,104,40426,104,6.5,77
653621,2000000,38394,92,6.8,31
563706,2000000,40431,120,4.6,19
390659,2000000,31147,104,6.3,86
124494,2000000,36056,91,5.8,36
120620,2000000,38242,90,7.1,52
111731,3800000,39974,84,5.9,18
187674,13500000,42265,129,5.2,32
1100000,7000000,39745,93,6.7,3
54207,2000000,34243,97,5.9,88
622806,2000000,38968,96,6.3,41
3983997,91,39703,91,6.7,406
95000,100000,41048,86,5.5,92
11833696,2000000,26051,82,6.7,165
19152480,1987650,40445,94,6.6,827
864659,97,40620,97,7.4,443
222000,160,41312,160,5.6,10
2957978,94,39654,94,7.5,275
67738090,1800000,40417,87,5.6,328
8000000,1800000,18889,125,7.6,281
9440272,1800000,23405,95,8.0,1442
21107746,1800000,41089,93,6.8,403
8844595,1700000,26830,93,5.5,215
621951,87,40655,87,6.4,88
6800000,1800000,25050,114,6.7,192
7267585,1530000,36027,81,7.2,664
150277,500000,37269,93,6.3,152
23311391,106,39527,106,7.0,28
9700000,1700000,26479,88,6.1,236
572809,2000000,40346,108,6.3,519
1943649,1700000,36497,98,5.5,39
4235151,1000000,41536,104,7.3,221
7433101,1644736,14115,126,7.2,79
30500000,1650000,19575,118,7.2,133
5400000,1600000,18193,103,7.1,61
6033999,84,36259,84,6.3,3
2592808,0,40466,110,4.3,4
4420000,1600000,27126,113,7.5,372
22179430,2000000,39227,108,6.7,129
11806119,1500000,32199,92,6.6,363
9600000,1500000,14537,129,7.9,241
7412216,1500000,34908,91,6.8,279
11098131,1500000,38630,81,6.9,226
10013424,1000000,37002,97,5.9,48
7000000,1500000,16799,111,7.3,160
2375097,1500000,35815,110,7.1,166
97009150,1500000,40434,103,6.8,1737
2300000,1500000,30732,92,6.7,144
712294,1500000,38436,111,6.5,43
3566225,1500000,41479,104,5.5,342
418961,1500000,34243,96,6.1,111
416925,1500000,36910,98,6.8,151
414404,106,39514,106,6.5,48
373967,1500000,37113,100,6.2,251
330048,95,40585,95,4.5,3
8500000,87,13185,87,8.1,856
173066,1500000,39356,86,5.9,107
32000,1500000,39878,93,6.6,183
1165882,1500000,41162,101,5.1,242
1500000,85,41909,85,2.6,9
184925486,1488423,13869,83,6.9,1914
2620000,1455000,25148,113,5.4,12
3897569,1350000,35859,105,7.5,1648
639000,1300000,38770,135,5.0,1
619042,105,36651,105,6.5,6
1632,79,41021,79,6.1,30
6000000,1288000,14713,130,7.7,336
21722776,1250000,29707,87,6.0,315
11000000,1250000,16766,101,7.4,112
3412497,1250000,30925,88,5.3,62
8500000,1250000,19380,92,6.7,79
6000000,1250000,15277,118,6.8,72
103911669,1200000,38261,103,7.2,2184
18492362,3000000,36909,100,6.6,362
7000000,1200000,20365,99,6.9,149
2861020,1200000,41383,114,6.3,24
14661007,1200000,33849,99,8.0,3697
6000000,1200000,24464,161,8.1,2311
25000,900000,40797,97,6.8,6
2736000,1200000,13443,115,6.8,18
2850263,2600000,34229,91,6.1,20
18637690,3000000,38632,94,6.2,237
1400000,1100000,32045,99,6.8,15
4105187,1100000,40794,101,7.3,1055
10462500,878000,15671,102,7.9,1422
117235147,1000000,28085,119,7.5,1791
37600000,1000000,23290,128,6.1,39
62882090,1000000,42111,82,5.5,1047
28262574,1300000,27797,114,8.0,2535
17985893,1000000,29679,91,6.4,161
59600000,950000,22923,110,6.9,940
18112929,88,41053,88,4.9,483
14564027,1000000,32031,94,6.9,449
23507567,5000000,42461,121,5.7,72
10047674,1000000,38611,90,5.6,126
10037390,1000000,36505,107,5.9,43
16566240,3500000,40539,112,6.9,890
13350369,1000000,38709,103,6.9,144
101758490,1000000,40914,83,4.6,262
40000000,2090000,25766,109,6.6,53
9000000,1000000,20774,89,5.5,21
46243000,1000000,38741,100,6.7,251
7800000,1000000,18246,100,6.2,33
6833445,5000000,41886,100,5.0,349
9138338,1000000,41031,98,6.6,179
5355847,107,40846,107,6.8,35
5284309,90,41657,90,6.7,292
3538446,101,40837,101,6.7,277
3123963,83,41796,83,6.7,187
2057193,1000000,35680,84,5.4,24
1678874,1000000,38933,92,7.2,59
1744858,1000000,36557,94,6.3,25
852206,1000000,36980,119,7.3,4
623791,1000000,36777,170,6.1,7
464000,1000000,37267,92,6.7,13
336472,106,41838,106,7.5,1063
444575,1000000,41152,115,7.5,210
274661,1000000,39202,106,6.6,53
14870,93,40360,93,6.2,135
10018,1000000,38835,78,6.2,20
7202,1000000,38747,81,6.6,32
814666,950000,25104,103,6.6,28
9600000,910000,19897,108,8.0,357
30905,930000,40712,100,5.3,66
1185783,852510,39318,113,7.3,156
7022209,950000,38366,103,6.8,701
381420,900000,38607,96,6.1,73
17385830,85,41480,85,7.3,390
267447150,858000,15567,70,6.8,1405
819939,850000,37812,107,6.7,56
1243961,850000,41152,85,5.8,110
3094813,91,41124,91,6.4,163
1001437,800000,34250,114,5.6,10
2816116,800000,37392,88,7.8,13
62852,800000,37638,94,7.3,23
1984662,800000,39822,91,6.1,311
140000000,777000,26877,110,6.9,324
4007792,750000,41068,85,6.8,556
171760,500000,40788,95,6.0,210
78396,750000,40878,102,5.4,219
8000000,730000,19080,85,7.6,334
7830611,700000,34589,171,7.7,87
1667192,700000,36911,97,6.7,31
4911725,700000,38940,107,6.5,240
10508,700000,36441,107,6.3,1119
3202000,609000,13033,101,7.4,59
248000000,60000,36355,81,6.3,1055
34505110,600000,25653,225,7.1,66
12299668,560000,23564,88,7.3,168
33456317,500000,39717,122,7.0,100
54667954,130000,38205,79,5.4,315
17000000,500000,28361,97,5.7,30
8679814,500000,37647,88,7.4,210
500000,2053648,36455,102,7.8,17
845188,500000,40963,93,7.0,2
603943,500000,38001,90,6.9,106
343341,90,41509,90,6.0,356
271841,2000000,19840,207,8.2,878
98017,500000,40368,85,5.7,251
4242978,500000,40347,94,6.2,587
316472,104,42103,104,5.9,208
773228,107,37272,107,7.2,53
973525,450000,38875,84,6.2,38
2281000,439000,12087,89,6.1,37
46118097,400000,38149,95,6.7,554
258384,90,41754,90,6.9,462
193355800,15000,39339,86,5.9,1316
5028948,400000,27466,91,7.8,1708
1162014,218,37913,91,7.5,22
170000000,35000000,39575,99,5.8,923
2451545,860000,31297,97,6.6,51
8394751,385907,6092,197,7.4,60
4358000,379000,10632,100,5.0,19
29400000,350000,29874,85,7.3,894
31081,6000000,41269,89,6.0,316
1750211,300000,38555,88,6.9,23
1000000,350000,20904,96,8.2,2078
246574,83,39814,83,7.6,9
4500000,325000,12472,105,7.7,275
110197,94,39965,94,6.9,332
7808524,300000,37644,112,8.0,26
1281176,312000,36492,102,6.2,11
16,98,34943,98,6.4,138
2074000,300000,37154,101,5.5,3
40542,300000,36014,94,3.0,1
8000000,300000,27511,80,5.9,124
319285,90,41144,90,6.3,221
12021272,250000,35524,113,6.7,433
4186931,250000,37134,91,6.3,23
501818,250000,35682,90,6.9,1069
203,250,36035,72,7.5,12
3542353,250000,40844,90,6.4,381
56825,250000,41484,99,4.1,75
22000000,245000,9441,151,7.0,21
2260712,230000,39730,92,6.9,733
111300,225000,41214,86,6.9,6
27000000,100000,25409,69,4.3,5
5000000,210000,19523,80,6.7,41
100000000,400000,28957,93,6.6,1213
4505922,200000,35356,94,6.8,253
14500000,200000,23632,99,7.6,883
2200000,200000,12094,66,5.1,27
2295733,200000,40599,101,6.5,10
2611555,119,40535,119,6.3,31
900000,180000,35643,89,7.8,112
469947,8000,40808,96,7.4,163
1776935,100000,40746,92,6.8,527
15200000,150000,26046,97,4.6,18
2891288,150000,37561,78,5.5,19
20710513,160000,39164,85,7.3,453
6706368,160000,32752,91,7.4,90
3200000,125000,40797,90,6.5,137
15861566,8500000,42622,120,6.5,178
10178331,100000,38989,111,6.6,64
42664410,100000,42195,87,4.9,361
7000000,10000,28203,89,7.5,485
3221152,60000,35986,84,7.1,586
28575078,65000,38003,100,6.6,506
416498,65000,40494,99,5.6,59
600896,4000000,41713,95,5.8,631
321952,117,28611,117,7.9,64
10000,31192,40057,89,6.3,26
3151130,27000,34590,92,7.4,755
76901,85,37519,85,6.3,8
6000000,12000,26370,93,6.2,110
99000,20000,35740,111,7.4,63
424760,7000,38268,77,6.9,658
2040920,220000,33851,81,6.6,238
